categoria,codigo_barras,codigo_interno,descripcion,precio_base,precio_antes_iva,precio_iva_incluido,precio_descuento_3_pct,pagina
DOGYURT CHUNKY PERROS,27707205153059,153059,Dog Yurt Delidog 6 x 160 gr,56321.0,43367.0,45535.0,44169.0,4
DOGYURT CHUNKY PERROS,27707205153776,153776,Dog Yurt Nutribar 6 x 160 gr,56321.0,43367.0,45535.0,44169.0,4
DOGYURT CHUNKY PERROS,7707205150174,150174,Dog Yurt Surtido 12 x 160 gr,110390.0,85000.0,89250.0,86572.0,4
LINEA CHUNKY GATOS,7707205151515,151515,Chunky Gatos x 18 kg,165539.0,135742.0,142529.0,138253.0,4
LINEA CHUNKY GATOS,7707205150150,150150,Chunky Gatos x 8 kg,74103.0,60764.0,63802.0,61888.0,4
LINEA CHUNKY GATOS,17707205150201,150201,Chunky Cats 20 x 500 Gr,119093.0,97656.0,102539.0,99463.0,4
LINEA CHUNKY GATOS,17707205157248,157248,Chunky Gatos 10 x 500 Gr,60762.0,49825.0,52316.0,50747.0,4
LINEA CHUNKY GATOS,7707205150204,150204,Chunky Gatos x 500 Gr,6334.0,5194.0,5454.0,5290.0,4
LINEA CHUNKY GATOS,7707205154929,154929,Chunky Gatos Pollo x 8 Kg,111846.0,91714.0,96299.0,93410.0,4
LINEA CHUNKY GATOS,17707205154971,154974,Chunky Gatos Pollo 6 x 1.5 Kg,151939.0,124590.0,130820.0,126895.0,4
LINEA CHUNKY GATOS,17707205157828,157828,Chunky Gatos Pollo 3 x 1.5 Kg,77561.0,63600.0,66780.0,64776.0,4
LINEA CHUNKY GATOS,7707205154974,154971,Chunky Gatos Pollo x 1.5 Kg,26940.0,22090.0,23195.0,22499.0,4
LINEA CHUNKY GATOS,17707205154988,154981,Chunky Gatos Pollo 20 x 500 Gr,200498.0,164408.0,172629.0,167450.0,4
LINEA CHUNKY GATOS,17707205157835,157835,Chunky Gatos Pollo 10 x 500 Gr,102349.0,83926.0,88123.0,85479.0,4
LINEA CHUNKY GATOS,7707205154981,154988,Chunky Gatos Pollo x 500 Gr,10665.0,8745.0,9182.0,8907.0,4
LINEA CHUNKY GATOS,7707205154998,154998,Chunky Gatos Salmón y Cordero x 8 Kg,111846.0,91714.0,96299.0,93410.0,4
LINEA CHUNKY GATOS,17707205157002,157005,Chunky Gatos Salmón y Cordero 6 x 1.5 Kg,151939.0,124590.0,130820.0,126895.0,4
LINEA CHUNKY GATOS,17707205157842,157842,Chunky Gatos Salmón y Cordero 3 x 1.5 Kg,77561.0,63600.0,66780.0,64776.0,4
LINEA CHUNKY GATOS,7707205157005,157002,Chunky Gatos Salmón y Cordero x 1.5 Kg,26940.0,22090.0,23195.0,22499.0,4
LINEA CHUNKY GATOS,7707205157012,157012,Chunky Gatos Salmón y Cordero 20 x 500 Gr,201528.0,165253.0,173516.0,168310.0,4
LINEA CHUNKY GATOS,17707205157859,157859,Chunky Gatos Salmón y Cordero 10 x 500 Gr,102875.0,84358.0,88576.0,85918.0,4
LINEA CHUNKY GATOS,17707205157019,157019,Chunky Gatos Salmón y Cordero x 500 Gr,10719.0,8789.0,9229.0,8952.0,4
LINEA CHUNKY GATOS,7707205157029,157029,Chunky Gaticos Pollo x 8 Kg,131218.0,107599.0,112979.0,109590.0,4
LINEA CHUNKY GATOS,7707205157036,157036,Chunky Gaticos Pollo 6 x 1.5 Kg,163186.0,133812.0,140503.0,136288.0,4
LINEA CHUNKY GATOS,17707205157866,157866,Chunky Gaticos Pollo 3 x 1.5 Kg,83303.0,68308.0,71724.0,69572.0,4
LINEA CHUNKY GATOS,17707205157033,157033,Chunky Gaticos Pollo x 1.5 Kg,28933.0,23725.0,24912.0,24164.0,4
LINEA CHUNKY GATOS,7707205157043,157043,Chunky Gaticos Pollo 20 x 500 Gr,211153.0,173146.0,181803.0,176349.0,4
LINEA CHUNKY GATOS,17707205157873,157873,Chunky Gaticos Pollo 10 x 500 Gr,107787.0,88386.0,92805.0,90021.0,4
LINEA CHUNKY GATOS,17707205157048,157048,Chunky Gaticos Pollo x 500 Gr,11231.0,9210.0,9670.0,9380.0,4
LINEA CHUNKY GATOS,17707205158399,158399,Combo Chunky Gatos Secos,157228.0,128927.0,135373.0,131312.0,4
HÚMEDOS DELICAT CHUNKY,17707205151529,151529,Delicat Pollo Lata x 156 grs (24 Unds),147533.0,106224.0,111535.0,108189.0,5
HÚMEDOS DELICAT CHUNKY,7707205151522,151522,Delicat Pollo Lata x 156 grs,6541.0,4709.0,4945.0,4796.0,5
HÚMEDOS DELICAT CHUNKY,17707205153851,153851,Delicat Pollo Lata x 156 grs (6 Unds),36884.0,26556.0,27884.0,27048.0,5
HÚMEDOS DELICAT CHUNKY,17707205151536,151536,Delicat Salmon Lata x 156 grs (24 Unids),147533.0,106224.0,111535.0,108189.0,5
HÚMEDOS DELICAT CHUNKY,7707205151539,151539,Delicat Salmon Lata x 156 grs,6541.0,4709.0,4945.0,4796.0,5
HÚMEDOS DELICAT CHUNKY,17707205153868,153868,Delicat Salmon Lata x 156 grs (6 Unds),36884.0,26556.0,27884.0,27048.0,5
HÚMEDOS DELICAT CHUNKY,17707205150867,150867,Chunky Delicat Pollo 8 x 156 Gr Pote,57289.0,41248.0,43310.0,42011.0,5
HÚMEDOS DELICAT CHUNKY,7707205150860,150860,Chunky Delicat Pollo x 156 Gr Pote,7618.0,5485.0,5759.0,5586.0,5
HÚMEDOS DELICAT CHUNKY,17707205158573,158573,Chunky Delicat Salmón 8 x 156 Gr Pote,59135.0,42577.0,44706.0,43365.0,5
HÚMEDOS DELICAT CHUNKY,7707205158576,158576,Chunky Delicat Salmón x 156 Gr Pote,7864.0,5662.0,5945.0,5766.0,5
HÚMEDOS DELICAT CHUNKY,7707205154004,154004,Chunky Delicat Surtido 8 x 156 Gr Pote,58212.0,41912.0,44008.0,42688.0,5
HÚMEDOS DELICAT CHUNKY,17707205153479,153479,Chunky Delicat Trozos de Pavo 12 x 80g,36395.0,26205.0,27515.0,26689.0,5
HÚMEDOS DELICAT CHUNKY,7707205153472,153472,Chunky Delicat Trozos de Pavo x 80g,3226.0,2323.0,2439.0,2366.0,5
HÚMEDOS DELICAT CHUNKY,17707205153493,153493,Chunky Delicat Trozos de Salmon 12 x 80g,36395.0,26205.0,27515.0,26689.0,5
HÚMEDOS DELICAT CHUNKY,7707205153496,153496,Chunky Delicat Trozos de Salmon x 80g,3226.0,2323.0,2439.0,2366.0,5
HÚMEDOS DELICAT CHUNKY,17707205153486,153486,Chunky Delicat Trozos de Pollo 12 x 80g,36395.0,26205.0,27515.0,26689.0,5
HÚMEDOS DELICAT CHUNKY,7707205153489,153489,Chunky Delicat Trozos de Pollo x 80g,3226.0,2323.0,2439.0,2366.0,5
HÚMEDOS DELICAT CHUNKY,17707205153554,153554,Chunky Delicat Surtido 12 x 80g,36395.0,26205.0,27515.0,26689.0,5
HÚMEDOS DELICAT CHUNKY,7707205154103,154103,Chunky Delicat Surtido Pague 3 Lleve 4,10704.0,7707.0,8093.0,7850.0,5
HÚMEDOS DELICAT CHUNKY,17707205157422,157422,Delicat Pouch (6 Unds),21409.0,15415.0,16185.0,15700.0,5
HÚMEDOS DELICAT CHUNKY,17707205157439,157439,Delidog Pouch (6 Unds),22913.0,16498.0,17322.0,16803.0,5
HÚMEDOS DELICAT CHUNKY,7707205157975,157975,Delicat Pouch Surtido 7 x 80 Gr,21888.0,15759.0,16547.0,16051.0,5
HÚMEDOS DELICAT CHUNKY,7707205157982,157982,Delidog Pouch Surtido 7 x 100 Gr,23427.0,16868.0,17711.0,17180.0,5
HÚMEDOS DELICAT CHUNKY,7707205157999,157999,Delicat Surtida 6 x 156 grs,36884.0,26556.0,27884.0,27048.0,5
SNACKS DELICAT CHUNKY,17707205153936,153936,Chunky Delicaprichos Gatos 10 x 75 Gr,42006.0,30244.0,31757.0,30804.0,5
SNACKS DELICAT CHUNKY,7707205153939,153939,Chunky Delicaprichos Gatos x 75 Gr,4469.0,3218.0,3378.0,3277.0,5
ITALCAN PLUS,7707205150952,150952,Italcan Plus Pollo y Arroz x 25 kg,133928.0,113839.0,119531.0,115945.0,5
ITALCAN PLUS,7707205150686,150686,Italcan Plus Carne y Veg x 25 kilos,133928.0,113839.0,119531.0,115945.0,5
NATURAL BITES PECES,7707205151751,151755,Natural Bites Peces Tropicales x 10 Kilos,171809.0,123702.0,129887.0,125991.0,5
ARENA SEPICAT,N/A,M183,Arena Gatos 4.8 Kilos 5% dto,45160.0,31612.0,37619.0,36490.0,5
ARENA SEPICAT,N/A,M077,Arena Gatos 4.8 Kilos,47537.0,33276.0,39598.0,38410.0,5
ARENA SEPICAT,N/A,M299,Arena Gatos 9 Kilos,74933.0,52453.0,62419.0,60547.0,5
